P,V,A
-55.92,-10.42,-0.45
-56.34,-10.65,-0.58
-56.44,-10.60,-0.55
-56.85,-10.82,-0.67
-57.20,-10.99,-0.77
-57.47,-11.08,-0.82
-57.80,-11.24,-0.90
-58.08,-11.34,-0.95
-58.40,-11.48,-1.03
-58.66,-11.57,-1.08
-58.57,-11.36,-0.94
-58.84,-11.45,-0.99
-59.09,-11.54,-1.03
-59.38,-11.65,-1.08
-59.58,-11.69,-1.10
-60.05,-11.95,-1.25
-60.28,-12.01,-1.27
-60.51,-12.08,-1.30
-60.72,-12.10,-1.30
-60.90,-12.13,-1.31
-61.09,-12.15,-1.30
-61.26,-12.15,-1.30
-61.40,-12.13,-1.27
-61.59,-12.15,-1.27
-61.73,-12.13,-1.25
-61.93,-12.15,-1.25
-62.08,-12.15,-1.23
-62.27,-12.17,-1.24
-62.46,-12.19,-1.24
-62.64,-12.20,-1.23
-62.84,-12.24,-1.24
-63.06,-12.28,-1.25
-63.27,-12.32,-1.27
-63.46,-12.34,-1.27
-63.66,-12.36,-1.27
-63.85,-12.39,-1.28
-64.05,-12.41,-1.28
-64.26,-12.45,-1.29
-64.46,-12.47,-1.29
-64.65,-12.49,-1.29
-64.92,-12.59,-1.34
-65.09,-12.58,-1.32
-65.24,-12.57,-1.30
-65.40,-12.55,-1.28
-65.50,-12.49,-1.22
-65.57,-12.40,-1.16
-65.70,-12.36,-1.12
-65.80,-12.30,-1.07
-65.91,-12.24,-1.03
-65.99,-12.16,-0.97
-66.08,-12.09,-0.92
-66.14,-11.99,-0.85
-66.08,-11.79,-0.71
-66.66,-12.16,-0.93
-66.96,-12.26,-0.99
-67.03,-12.18,-0.93
-67.19,-12.16,-0.91
-67.30,-12.11,-0.87
-67.34,-12.00,-0.79
-67.42,-11.91,-0.73
-67.52,-11.84,-0.68
-67.57,-11.73,-0.60
-67.31,-11.35,-0.36
-67.35,-11.23,-0.29
-67.33,-11.06,-0.18
-67.40,-10.97,-0.12
-67.37,-10.79,-0.01
-67.35,-10.63,0.09
-67.09,-10.24,0.33
-67.17,-10.16,0.38
-67.25,-10.08,0.42
-67.29,-9.98,0.48
-67.40,-9.94,0.50
-67.14,-9.56,0.73
-67.34,-9.59,0.71
-67.17,-9.29,0.89
-67.21,-9.19,0.94
-66.99,-8.84,1.15
-67.04,-8.75,1.19
-66.75,-8.34,1.43
-66.57,-8.04,1.60
-66.35,-7.70,1.80
-66.16,-7.39,1.97
-65.88,-7.01,2.19
-65.69,-6.69,2.37
-65.48,-6.38,2.54
-65.24,-6.03,2.73
-65.05,-5.73,2.88
-64.90,-5.47,3.02
-64.68,-5.14,3.19
-64.46,-4.82,3.36
-64.27,-4.54,3.50
-64.15,-4.30,3.61
-63.97,-4.02,3.75
-63.80,-3.76,3.88
-63.64,-3.50,4.00
-63.52,-3.28,4.10
-63.34,-3.00,4.23
-63.18,-2.76,4.34
-63.04,-2.53,4.44
-62.94,-2.32,4.52
-62.81,-2.11,4.61
-62.74,-1.94,4.67
-62.65,-1.76,4.74
-62.51,-1.54,4.83
-62.41,-1.35,4.90
-62.30,-1.16,4.97
-62.22,-0.99,5.02
-62.11,-0.80,5.09
-62.02,-0.63,5.15
-61.89,-0.43,5.23
-61.79,-0.25,5.29
-61.67,-0.05,5.36
-61.58,0.11,5.41
-61.48,0.27,5.46
-61.38,0.46,5.52
-61.28,0.61,5.56
-61.21,0.75,5.60
-61.12,0.92,5.64
-61.08,1.02,5.66
-61.01,1.16,5.69
-60.94,1.30,5.72
-60.84,1.45,5.76
-60.77,1.59,5.79
-60.72,1.70,5.80
-60.64,1.84,5.83
-60.56,1.97,5.86
-60.48,2.11,5.89
-60.40,2.24,5.91
-60.33,2.36,5.93
-60.32,2.43,5.91
-60.25,2.55,5.93
-60.17,2.67,5.95
-60.11,2.78,5.96
-60.02,2.92,5.99
-59.98,3.00,5.99
-59.91,3.11,6.00
-59.82,3.24,6.02
-59.75,3.35,6.03
-59.65,3.49,6.06
-59.60,3.58,6.06
-59.52,3.70,6.07
-59.44,3.80,6.08
-59.35,3.93,6.10
-59.30,4.01,6.09
-59.19,4.15,6.12
-59.11,4.26,6.13
-59.07,4.33,6.12
-59.00,4.42,6.11
-58.96,4.49,6.10
-58.85,4.62,6.12
-58.84,4.66,6.09
-58.74,4.78,6.10
-58.67,4.87,6.10
-58.57,4.99,6.11
-58.48,5.09,6.12
-58.42,5.16,6.11
-58.36,5.24,6.10
-58.27,5.34,6.10
-58.19,5.44,6.10
-58.14,5.50,6.09
-58.08,5.57,6.07
-58.06,5.61,6.03
-58.01,5.66,6.01
-57.91,5.76,6.02
-57.84,5.84,6.01
-57.74,5.94,6.01
-57.63,6.05,6.02
-57.51,6.17,6.04
-57.43,6.25,6.03
-57.37,6.31,6.01
-57.34,6.34,5.97
-57.22,6.45,5.98
-57.11,6.55,5.99
-57.03,6.62,5.97
-57.05,6.60,5.91
-57.00,6.65,5.88
-56.95,6.69,5.85
-56.88,6.75,5.84
-57.13,6.52,5.64
-56.99,6.65,5.66
-56.89,6.73,5.66
-56.77,6.83,5.67
-56.71,6.88,5.64
-56.64,6.93,5.62
-56.57,6.98,5.60
-56.50,7.04,5.58
-56.75,6.80,5.38
-56.65,6.88,5.38
-56.52,6.98,5.39
-56.48,7.01,5.36
-56.39,7.08,5.35
-56.58,6.89,5.18
-56.46,6.97,5.19
-56.66,6.78,5.02
-56.86,6.58,4.85
-56.80,6.63,4.83
-57.02,6.41,4.65
-57.21,6.22,4.49
-57.13,6.28,4.49
-57.35,6.06,4.31
-57.24,6.14,4.32
-57.39,5.99,4.19
-57.54,5.83,4.05
-57.75,5.63,3.89
-57.94,5.45,3.74
-58.17,5.23,3.57
-58.33,5.06,3.43
-58.48,4.91,3.31
-58.62,4.76,3.19
-58.80,4.59,3.05
-58.90,4.48,2.95
-59.01,4.37,2.85
-59.11,4.26,2.76
-59.25,4.12,2.65
-59.40,3.97,2.53
-59.56,3.81,2.41
-59.69,3.68,2.31
-59.80,3.57,2.21
-59.92,3.44,2.11
-60.04,3.32,2.02
-60.11,3.24,1.95
-60.23,3.12,1.86
-60.36,2.99,1.76
-60.47,2.88,1.68
-60.55,2.79,1.61
-60.62,2.72,1.54
-60.70,2.63,1.48
-60.78,2.55,1.41
-60.82,2.50,1.37
-60.94,2.37,1.28
-60.98,2.33,1.24
-61.11,2.20,1.15
-61.17,2.13,1.09
-61.24,2.06,1.04
-61.30,1.99,0.99
-61.35,1.93,0.94
-61.45,1.83,0.87
-61.46,1.81,0.85
-61.52,1.75,0.80
-61.53,1.72,0.78
-61.59,1.66,0.73
-61.64,1.60,0.69
-61.73,1.51,0.63
-61.72,1.51,0.62
-61.73,1.49,0.61
-61.80,1.42,0.55
-61.85,1.36,0.52
-61.85,1.35,0.50
-61.89,1.30,0.47
-61.92,1.26,0.44
-61.94,1.24,0.42
-61.96,1.21,0.40
-62.01,1.16,0.36
-62.08,1.08,0.31
-62.12,1.03,0.28
-62.13,1.01,0.26
-62.17,0.97,0.23
-62.22,0.92,0.20
-62.23,0.90,0.18
-62.22,0.89,0.18
-62.27,0.84,0.15
-62.30,0.80,0.12
-62.34,0.76,0.09
-62.37,0.72,0.07
-62.39,0.70,0.06
-62.42,0.66,0.03
-62.39,0.68,0.05
-62.42,0.64,0.02
-62.44,0.62,0.00
-62.48,0.57,-0.02
-62.49,0.56,-0.03
-62.50,0.54,-0.04
-62.55,0.48,-0.08
-62.58,0.45,-0.10
-62.58,0.45,-0.10
-62.61,0.41,-0.12
-62.61,0.40,-0.13
-62.63,0.38,-0.14
-62.62,0.38,-0.14
-62.68,0.32,-0.17
-62.68,0.31,-0.17
-62.69,0.30,-0.18
-62.74,0.24,-0.21
-62.77,0.21,-0.23
-62.76,0.21,-0.23
-62.81,0.16,-0.26
-62.85,0.12,-0.28
-62.88,0.08,-0.30
-62.88,0.08,-0.30
-62.87,0.08,-0.29
-62.87,0.08,-0.30
-62.86,0.08,-0.29
-62.81,0.12,-0.26
-62.86,0.07,-0.29
-62.89,0.04,-0.31
-62.92,0.01,-0.32
-62.95,-0.03,-0.35
-62.99,-0.07,-0.37
-62.99,-0.07,-0.36
-63.01,-0.09,-0.37
-62.96,-0.06,-0.35
-63.00,-0.10,-0.37
-63.00,-0.10,-0.37
-63.03,-0.13,-0.38
-62.96,-0.07,-0.34
-62.98,-0.09,-0.35
-63.01,-0.12,-0.37
-63.01,-0.13,-0.37
-63.01,-0.13,-0.37
-63.00,-0.13,-0.36
-63.01,-0.14,-0.37
-63.07,-0.20,-0.40
-63.11,-0.24,-0.42
-63.13,-0.26,-0.43
-63.11,-0.25,-0.42
-63.08,-0.22,-0.40
-63.07,-0.21,-0.38
-63.05,-0.20,-0.38
-63.06,-0.21,-0.38
-63.08,-0.23,-0.39
-63.04,-0.20,-0.36
-63.02,-0.18,-0.35
-63.00,-0.17,-0.34
-62.97,-0.14,-0.32
-62.99,-0.16,-0.33
-63.00,-0.17,-0.33
-63.00,-0.18,-0.33
-63.04,-0.22,-0.35
-63.05,-0.23,-0.36
-63.00,-0.19,-0.33
-63.04,-0.22,-0.35
-63.01,-0.19,-0.33
-63.05,-0.25,-0.33
-63.11,-0.32,-0.34
-62.97,-0.20,-0.25
-62.78,-0.05,-0.14
-62.77,-0.06,-0.13
-62.76,-0.06,-0.12
-62.80,-0.11,-0.14
-62.62,0.02,-0.06
-62.37,0.20,0.03
-62.12,0.36,0.10
-61.84,0.54,0.17
-61.82,0.52,0.15
-61.41,0.77,0.25
-61.10,0.94,0.31
-61.18,0.84,0.25
-61.00,0.90,0.26
-60.72,1.04,0.30
-60.42,1.18,0.34
-60.17,1.27,0.36
-59.95,1.34,0.37
-59.98,1.24,0.30
-59.65,1.38,0.34
-59.61,1.32,0.29
-59.39,1.37,0.30
-59.36,1.29,0.24
-59.66,0.99,0.09
-59.68,0.89,0.05
-59.86,0.68,-0.05
-59.97,0.52,-0.11
-59.83,0.55,-0.09
-59.76,0.53,-0.10
-59.80,0.43,-0.13
-59.76,0.39,-0.14
-59.54,0.49,-0.09
-59.52,0.43,-0.11
-59.56,0.35,-0.14
-59.59,0.27,-0.16
-59.64,0.18,-0.19
-59.48,0.25,-0.15
-59.61,0.11,-0.20
-59.74,-0.02,-0.24
-59.86,-0.14,-0.27
-60.13,-0.35,-0.34
-60.10,-0.34,-0.32
-60.24,-0.45,-0.35
-60.13,-0.37,-0.29
-60.12,-0.37,-0.27
-60.05,-0.32,-0.23
-60.05,-0.31,-0.22
-60.01,-0.28,-0.19
-60.01,-0.29,-0.18
-59.84,-0.16,-0.11
-59.86,-0.18,-0.11
-59.93,-0.22,-0.13
-59.86,-0.17,-0.10
-60.00,-0.26,-0.13
-59.73,-0.06,-0.04
-59.78,-0.09,-0.05
-59.66,-0.01,-0.01
-59.42,0.16,0.06
-59.48,0.11,0.04
-59.27,0.25,0.09
-59.24,0.26,0.09
-59.16,0.30,0.10
-59.02,0.39,0.13
-59.09,0.31,0.09
-59.24,0.19,0.03
-59.39,0.06,-0.02
-59.15,0.22,0.05
-59.19,0.18,0.03
-59.05,0.26,0.06
-58.92,0.34,0.09
-58.75,0.43,0.12
-58.51,0.57,0.17
-58.47,0.56,0.16
-58.78,0.31,0.04
-58.85,0.23,0.01
-59.22,-0.05,-0.11
-58.98,0.11,-0.04
-58.67,0.31,0.05
-58.68,0.27,0.03
-58.85,0.13,-0.03
-58.71,0.21,0.01
-58.31,0.47,0.11
-58.26,0.47,0.11
-60.09,-0.86,-0.45
-60.09,-0.83,-0.41
-60.20,-0.88,-0.41
-60.01,-0.71,-0.31
-59.83,-0.55,-0.23
-59.53,-0.31,-0.11
-59.43,-0.22,-0.07
-59.09,0.03,0.04
-58.76,0.27,0.14
-58.92,0.14,0.08
-58.84,0.19,0.09
-58.64,0.33,0.14
-58.39,0.49,0.20
-58.09,0.68,0.27
-57.83,0.83,0.31
-57.85,0.77,0.27
-57.94,0.67,0.21
-59.68,-0.61,-0.33
-59.50,-0.47,-0.25
-60.92,-1.46,-0.65
-60.55,-1.13,-0.47
-61.79,-1.96,-0.79
-63.06,-2.76,-1.07
-64.03,-3.31,-1.23
-63.18,-2.52,-0.83
-64.02,-2.97,-0.96
-65.01,-3.49,-1.12
-65.63,-3.72,-1.14
-66.19,-3.88,-1.14
-66.73,-4.01,-1.12
-67.26,-4.12,-1.10
-67.63,-4.10,-1.02
-67.56,-3.76,-0.81
-67.63,-3.53,-0.67
-67.66,-3.27,-0.52
-67.60,-2.95,-0.35
-67.52,-2.63,-0.20
-67.45,-2.33,-0.06
-67.47,-2.11,0.03
-67.09,-1.61,0.24
-66.72,-1.14,0.42
-66.49,-0.79,0.54
-66.34,-0.53,0.61
-66.21,-0.30,0.67
-66.17,-0.14,0.70
-65.85,0.20,0.79
-65.63,0.45,0.85
-65.52,0.60,0.85
-65.41,0.74,0.86
-65.09,1.00,0.92
-64.72,1.29,0.98
-64.33,1.57,1.03
-64.20,1.64,1.00
-64.03,1.73,0.97
-64.12,1.62,0.87
-63.93,1.71,0.85
-63.72,1.79,0.83
-63.46,1.91,0.83
-63.28,1.95,0.79
-63.16,1.94,0.74
-63.36,1.69,0.59
-63.61,1.42,0.44
-63.72,1.26,0.34
-63.62,1.24,0.32
-63.82,1.01,0.20
-63.94,0.85,0.12
-63.91,0.80,0.09
-64.04,0.63,0.02
-64.01,0.59,-0.00
-64.22,0.38,-0.09
-64.06,0.44,-0.06
-64.17,0.30,-0.11
-63.89,0.46,-0.04
-64.03,0.30,-0.10
-64.40,-0.01,-0.22
-64.46,-0.08,-0.24
-64.29,0.01,-0.19
-64.40,-0.09,-0.22
-64.28,-0.03,-0.18
-64.07,0.10,-0.11
-64.12,0.03,-0.13
-63.99,0.11,-0.09
-64.21,-0.07,-0.16
-64.38,-0.21,-0.21
-64.30,-0.16,-0.18
-64.12,-0.04,-0.12
-63.92,0.08,-0.06
-64.16,-0.10,-0.13
-64.22,-0.15,-0.14
-64.24,-0.17,-0.14
-64.18,-0.13,-0.12
-64.19,-0.14,-0.11
-64.12,-0.09,-0.08
-64.01,-0.01,-0.05
-64.13,-0.11,-0.08
-64.16,-0.13,-0.09
-63.91,0.05,-0.01
-63.81,0.12,0.02
-63.89,0.05,-0.01
-63.86,0.06,-0.00
-63.75,0.13,0.03
-63.62,0.22,0.06
-63.26,0.45,0.15
-63.08,0.56,0.19
-63.09,0.52,0.16
-63.06,0.50,0.14
-62.73,0.70,0.22
-62.89,0.55,0.14
-62.99,0.44,0.09
-63.14,0.30,0.02
-63.22,0.21,-0.02
-63.28,0.14,-0.04
-63.31,0.10,-0.06
-63.38,0.04,-0.08
-63.40,0.00,-0.09
-63.22,0.12,-0.04
-63.04,0.23,0.01
-62.80,0.38,0.07
-62.71,0.41,0.08
-62.69,0.39,0.07
-62.62,0.41,0.07
-62.80,0.25,-0.00
-62.43,0.48,0.10
-62.19,0.62,0.15
-62.41,0.42,0.06
-62.60,0.25,-0.02
-62.62,0.20,-0.04
-62.75,0.08,-0.08
-62.73,0.08,-0.08
-63.15,-0.24,-0.21
-62.96,-0.11,-0.14
-62.67,0.09,-0.05
-62.40,0.26,0.03
-62.03,0.50,0.12
-61.92,0.55,0.13
-61.98,0.46,0.09
-61.75,0.59,0.14
-61.85,0.47,0.08
-61.93,0.38,0.04
-62.17,0.17,-0.05
-62.20,0.13,-0.07
-62.20,0.10,-0.07
-62.08,0.17,-0.04
-61.92,0.26,0.00
-61.87,0.26,0.00
-61.89,0.22,-0.01
-61.88,0.20,-0.02
-61.94,0.13,-0.05
-61.71,0.27,0.01
-61.94,0.09,-0.07
-61.71,0.23,-0.00
-61.50,0.35,0.05
-61.42,0.38,0.06
-61.27,0.45,0.08
-61.57,0.20,-0.03
-61.41,0.29,0.01
-61.54,0.17,-0.04
-61.31,0.31,0.02
-61.50,0.14,-0.05
-61.44,0.17,-0.04
-61.43,0.15,-0.04
-61.40,0.15,-0.04
-61.25,0.23,-0.00
-61.18,0.26,0.01
-61.40,0.08,-0.07
-61.52,-0.03,-0.11
-61.51,-0.03,-0.10
-61.30,0.11,-0.04
-61.53,-0.08,-0.11
-61.56,-0.11,-0.12
-61.85,-0.31,-0.19
-61.63,-0.15,-0.12
-61.60,-0.13,-0.10
-61.57,-0.11,-0.08
-61.51,-0.06,-0.06
-61.20,0.15,0.03
-61.05,0.24,0.07
-61.13,0.17,0.04
-61.27,0.06,-0.01
-61.43,-0.06,-0.06
-61.26,0.05,-0.01
-61.20,0.09,0.00
-61.46,-0.10,-0.08
-61.33,-0.01,-0.04
-61.09,0.16,0.04
-61.03,0.19,0.05
-60.82,0.32,0.10
-60.77,0.34,0.10
-60.83,0.28,0.07
-60.90,0.21,0.04
-60.71,0.32,0.08
-60.69,0.32,0.07
-60.69,0.29,0.06
-60.73,0.24,0.04
-60.94,0.07,-0.04
-60.74,0.20,0.02
-60.58,0.29,0.05
-60.73,0.17,-0.00
-60.89,0.04,-0.05
-60.87,0.04,-0.05
-60.99,-0.06,-0.09
-60.64,0.18,0.02
-60.78,0.07,-0.03
-60.72,0.09,-0.02
-60.60,0.17,0.02
-60.32,0.35,0.09
-60.41,0.27,0.05
-60.53,0.16,-0.00
-60.69,0.02,-0.06
-60.67,0.03,-0.05
-60.77,-0.05,-0.08
-60.75,-0.04,-0.07
-60.64,0.03,-0.04
-60.65,0.01,-0.04
-60.74,-0.05,-0.07
-60.63,0.02,-0.03
-60.62,0.02,-0.03
-60.71,-0.05,-0.06
-60.46,0.12,0.02
-60.50,0.08,-0.00
-60.64,-0.02,-0.04
-60.59,0.01,-0.03
-60.39,0.15,0.03
-60.25,0.23,0.06
-60.21,0.25,0.07
-60.37,0.12,0.01
-60.60,-0.06,-0.07
-60.77,-0.18,-0.11
-60.64,-0.09,-0.07
-60.56,-0.03,-0.04
-60.44,0.05,-0.00
-60.27,0.16,0.05
-60.24,0.18,0.05
-60.17,0.22,0.06
-60.13,0.23,0.06
-60.19,0.18,0.04
-60.32,0.07,-0.01
-60.41,-0.00,-0.04
-60.23,0.11,0.01
-60.11,0.19,0.04
-59.94,0.30,0.08
-59.72,0.43,0.14
-59.47,0.59,0.19
-59.38,0.61,0.19
-59.75,0.31,0.05
-59.90,0.18,-0.00
-59.85,0.20,0.00
-59.99,0.08,-0.05
-59.84,0.17,-0.01
-59.90,0.11,-0.03
-59.98,0.04,-0.06
-59.94,0.05,-0.05
-59.83,0.11,-0.02
-59.89,0.06,-0.04
-59.75,0.15,-0.00
-59.55,0.27,0.05
-59.49,0.29,0.06
-59.24,0.44,0.11
-59.47,0.25,0.03
-59.63,0.12,-0.03
-59.52,0.17,-0.00
-59.60,0.10,-0.03
-59.58,0.10,-0.03
-59.43,0.19,0.01
-59.44,0.16,-0.00
-59.45,0.14,-0.02
-59.61,0.01,-0.07
-59.34,0.19,0.01
-59.26,0.23,0.03
-59.33,0.16,-0.00
-59.58,-0.04,-0.09
-59.46,0.04,-0.05
-59.46,0.03,-0.05
-59.65,-0.11,-0.11
-59.65,-0.12,-0.10
-59.33,0.10,-0.00
-59.20,0.19,0.03
-59.14,0.21,0.04
-59.08,0.24,0.05
-59.11,0.20,0.03
-59.20,0.12,-0.01
-59.03,0.22,0.04
-59.12,0.15,0.00
-59.20,0.07,-0.03
-59.24,0.03,-0.04
-59.29,-0.01,-0.06
-59.28,-0.01,-0.05
-59.21,0.03,-0.03
-59.28,-0.02,-0.05
-59.11,0.09,-0.00
-59.13,0.06,-0.01
-58.93,0.20,0.04
-58.91,0.19,0.04
-58.87,0.21,0.04
-58.70,0.31,0.08
-58.78,0.24,0.05
-58.69,0.28,0.06
-58.56,0.35,0.09
-58.49,0.38,0.09
-58.64,0.25,0.03
-58.68,0.19,0.01
-58.89,0.03,-0.06
-58.77,0.10,-0.03
-58.53,0.25,0.04
-58.45,0.29,0.05
-58.53,0.21,0.01
-58.66,0.09,-0.03
-58.84,-0.05,-0.09
-58.78,-0.01,-0.07
-58.87,-0.08,-0.10
-58.93,-0.13,-0.11
-58.87,-0.09,-0.09
-58.66,0.05,-0.02
-58.69,0.02,-0.03
-58.76,-0.03,-0.05
-58.70,0.01,-0.03
-58.61,0.07,-0.01
-58.42,0.19,0.04
-58.31,0.26,0.07
-58.38,0.19,0.04
-58.32,0.21,0.05
-58.26,0.24,0.05
-58.36,0.15,0.01
-58.26,0.21,0.04
-58.31,0.16,0.01
-58.02,0.35,0.09
-58.26,0.15,0.00
-58.24,0.15,0.00
-58.43,0.00,-0.06
-58.64,-0.15,-0.12
-58.44,-0.02,-0.06
-58.35,0.04,-0.03
-58.31,0.06,-0.02
-58.62,-0.17,-0.11
-58.68,-0.21,-0.12
-58.90,-0.36,-0.18
-59.07,-0.47,-0.21
-58.85,-0.29,-0.12
-58.74,-0.20,-0.08
-58.78,-0.22,-0.08
-58.69,-0.14,-0.05
-58.53,-0.02,0.01
-58.57,-0.04,-0.00
-58.58,-0.05,-0.00
-58.50,0.01,0.02
-58.47,0.04,0.03
-58.57,-0.03,0.00
-58.31,0.16,0.08
-58.11,0.29,0.13
-57.94,0.40,0.16
-57.88,0.42,0.16
-58.10,0.25,0.08
-57.91,0.36,0.13
-57.84,0.39,0.13
-57.85,0.36,0.11
-58.03,0.21,0.04
-57.94,0.26,0.06
-57.95,0.23,0.04
-58.06,0.14,0.00
-57.94,0.21,0.03
-57.73,0.34,0.08
-57.73,0.32,0.07
-57.69,0.32,0.06
-57.75,0.25,0.03
-57.78,0.20,0.01
-58.09,-0.03,-0.09
-58.13,-0.07,-0.10
-57.91,0.08,-0.03
-58.05,-0.04,-0.08
-58.07,-0.05,-0.08
-58.11,-0.09,-0.09
-57.88,0.07,-0.02
-57.81,0.12,0.00
-57.78,0.12,0.00
-57.84,0.06,-0.02
-57.54,0.27,0.07
-57.57,0.23,0.05
-57.38,0.34,0.09
-57.26,0.41,0.11
-57.26,0.38,0.09
-57.44,0.23,0.02
-57.57,0.11,-0.02
-57.36,0.24,0.03
-57.39,0.20,0.01
-57.70,-0.03,-0.09
-57.51,0.09,-0.03
-57.45,0.12,-0.02
-57.29,0.21,0.02
-57.26,0.22,0.03
-57.11,0.30,0.06
-57.10,0.29,0.05
-56.98,0.35,0.07
-57.19,0.17,-0.01
-57.11,0.21,0.01
-57.17,0.15,-0.02
-57.34,0.01,-0.07
-57.42,-0.06,-0.10
-57.27,0.04,-0.05
-57.13,0.12,-0.01
-57.45,-0.12,-0.11
-57.68,-0.28,-0.17
-57.49,-0.14,-0.10
-57.39,-0.07,-0.07
-57.16,0.09,0.00
-57.07,0.15,0.03
-57.21,0.03,-0.02
-57.08,0.12,0.01
-57.25,-0.01,-0.04
-57.19,0.03,-0.02
-57.47,-0.18,-0.10
-57.29,-0.05,-0.05
-57.05,0.12,0.03
-57.28,-0.05,-0.04
-57.34,-0.09,-0.06
-57.09,0.08,0.02
-56.93,0.19,0.06
-56.89,0.21,0.06
-57.06,0.07,0.00
-57.12,0.03,-0.02
-57.14,0.00,-0.02
-57.06,0.06,0.00
-57.10,0.02,-0.02
-56.90,0.16,0.04
-56.72,0.28,0.09
-56.82,0.19,0.05
-56.82,0.18,0.04
-56.50,0.39,0.12
-56.33,0.48,0.16
-56.36,0.44,0.13
-56.24,0.49,0.14
-56.20,0.49,0.13
-56.06,0.55,0.15
-56.24,0.39,0.07
-56.48,0.19,-0.01
-56.66,0.04,-0.08
-56.68,0.01,-0.08
-56.89,-0.15,-0.15
-56.98,-0.22,-0.16
-56.97,-0.21,-0.15
-56.85,-0.13,-0.11
-56.89,-0.15,-0.11
-56.74,-0.05,-0.06
-56.79,-0.09,-0.07
-56.76,-0.07,-0.06
-56.67,-0.00,-0.03
-56.80,-0.11,-0.07
-56.71,-0.04,-0.04
-56.52,0.10,0.02
-56.33,0.22,0.07
-56.57,0.04,-0.01
-56.59,0.02,-0.02
-56.68,-0.05,-0.04
-56.31,0.22,0.07
-56.31,0.20,0.06
-56.57,0.00,-0.03
-56.49,0.06,-0.00
-56.37,0.13,0.03
-56.32,0.16,0.04
-56.25,0.20,0.05
-56.04,0.33,0.10
-56.32,0.11,0.01
-56.15,0.22,0.05
-56.10,0.24,0.06
-56.01,0.29,0.07
-56.10,0.21,0.03
-56.19,0.12,-0.00
-56.25,0.07,-0.02
-56.12,0.15,0.01
-56.30,0.01,-0.05
-56.34,-0.03,-0.06
-56.65,-0.25,-0.15
-56.75,-0.32,-0.17
-56.64,-0.23,-0.12
-56.58,-0.18,-0.09
-56.46,-0.09,-0.05
-56.67,-0.24,-0.11
-56.50,-0.11,-0.05
-56.48,-0.09,-0.04
-56.54,-0.13,-0.05
-56.61,-0.17,-0.07
-56.57,-0.13,-0.05
-56.68,-0.20,-0.07
-56.49,-0.06,-0.01
-56.38,0.03,0.03
-56.23,0.13,0.07
-56.02,0.28,0.13
-56.04,0.25,0.11
-56.38,-0.00,-0.00
-56.51,-0.10,-0.04
-56.39,-0.01,-0.00
-56.36,0.02,0.01
-56.67,-0.20,-0.08
-56.91,-0.36,-0.15
-56.97,-0.39,-0.15
-56.86,-0.29,-0.10
-56.45,0.02,0.04
-56.67,-0.14,-0.03
-56.54,-0.04,0.01
-56.73,-0.16,-0.04
-56.69,-0.12,-0.02
-56.40,0.09,0.07
-56.32,0.15,0.09
-56.53,-0.00,0.02
-56.64,-0.08,-0.01
-56.76,-0.16,-0.04
-56.79,-0.16,-0.04
-56.82,-0.18,-0.05
-56.79,-0.14,-0.03
-56.99,-0.28,-0.08
-56.96,-0.23,-0.06
-57.05,-0.28,-0.08
-57.14,-0.33,-0.09
-57.01,-0.21,-0.04
-57.05,-0.22,-0.04
-56.98,-0.15,-0.01
-56.93,-0.10,0.01
-56.64,0.11,0.10
-56.29,0.37,0.20
-56.14,0.46,0.23
-55.73,0.74,0.33
-55.88,0.60,0.25
-55.78,0.64,0.25
-56.13,0.36,0.12
-56.21,0.28,0.08
-56.32,0.18,0.03
-56.39,0.12,0.01
-56.40,0.10,-0.00
-56.66,-0.10,-0.09
-56.59,-0.05,-0.06
-56.68,-0.12,-0.08
-56.90,-0.27,-0.14
-56.54,-0.01,-0.02
-56.37,0.11,0.03
-56.49,0.02,-0.02
-56.35,0.12,0.03
-56.03,0.33,0.11
-55.79,0.48,0.17
-55.96,0.33,0.10
-55.73,0.48,0.15
-55.89,0.33,0.08
-55.95,0.27,0.05
-56.04,0.18,0.01
-56.02,0.18,0.01
-55.85,0.28,0.05
-55.97,0.18,0.00
-55.78,0.29,0.05
-55.82,0.24,0.03
-55.72,0.29,0.05
-55.88,0.15,-0.01
-55.82,0.17,-0.00
-55.80,0.17,-0.00
-55.81,0.14,-0.02
-55.89,0.07,-0.04
-55.84,0.09,-0.03
-56.06,-0.08,-0.10
-55.98,-0.03,-0.07
-56.08,-0.11,-0.10
-55.92,0.00,-0.05
-55.97,-0.04,-0.07
-55.86,0.03,-0.03
-55.90,-0.00,-0.04
-56.11,-0.16,-0.11
-56.14,-0.18,-0.11
-55.98,-0.06,-0.05
-55.90,-0.00,-0.02
-55.74,0.11,0.02
-55.73,0.11,0.02
-55.67,0.14,0.03
-55.88,-0.02,-0.04
-55.79,0.04,-0.01
-55.69,0.11,0.02
-55.51,0.23,0.07
-55.58,0.16,0.04
-55.77,0.02,-0.02
-55.81,-0.02,-0.04
-55.81,-0.02,-0.04
-55.59,0.13,0.03
-55.45,0.22,0.06
-55.54,0.14,0.03
-55.58,0.10,0.01
-55.27,0.31,0.09
-55.38,0.22,0.05
-55.47,0.13,0.01
-55.44,0.14,0.02
-55.55,0.05,-0.02
-55.32,0.21,0.04
-55.13,0.33,0.09
-55.48,0.06,-0.03
-55.68,-0.10,-0.09
-55.71,-0.12,-0.09
-55.74,-0.14,-0.10
-55.72,-0.13,-0.09
