Time[s]	Pressure[Pa]	Alt[m]	Acc_x[G]	Acc_y[G]	Acc_z[G]	Gyro_x[º/s]	Gyro_y[º/s]	Gyro_z[º/s]	Temp_bme[*C]	Temp_imu[*C]
26.61	101688.66	2.26	-0.09	0.15	-0.99	12.99	9.94	-1.65	32.59	34.5
26.64	101690.50	2.10	-0.10	0.14	-0.99	12.32	9.70	0.73	32.59	34.4
26.66	101690.50	2.10	-0.09	0.15	-0.99	11.71	9.57	0.61	32.59	34.4
26.68	101690.84	2.08	-0.09	0.13	-1.00	11.59	9.82	0.18	32.59	34.5
26.70	101690.84	2.11	-0.08	0.13	-0.99	11.65	9.63	-0.18	32.59	34.4
26.73	101690.40	2.11	-0.10	0.13	-0.98	11.83	9.76	-0.49	32.59	34.7
26.75	101689.19	2.21	-0.09	0.14	-0.98	12.20	9.21	-0.49	32.59	34.6
26.77	101689.19	2.21	-0.08	0.15	-0.99	11.59	8.78	1.71	32.59	34.5
26.80	101688.59	2.26	-0.10	0.14	-0.99	11.16	8.17	2.62	32.59	34.5
26.83	101686.78	2.41	-0.12	0.12	-0.99	11.65	8.29	2.80	32.58	34.6
26.85	101685.02	2.56	-0.10	0.12	-1.00	13.17	8.66	1.77	32.59	34.5
26.87	101685.02	2.56	-0.09	0.14	-1.01	13.78	8.54	1.95	32.59	34.6
26.90	101688.91	2.24	-0.11	0.14	-1.03	14.45	8.23	2.26	32.60	34.6
26.92	101685.39	2.53	-0.11	0.12	-1.01	14.63	6.77	1.28	32.58	34.6
26.94	101685.39	2.53	-0.11	0.13	-0.99	14.70	5.98	0.55	32.58	34.5
26.96	101688.77	2.25	-0.09	0.13	-0.99	14.21	6.59	-0.79	32.59	34.4
26.99	101684.59	2.59	-0.09	0.14	-0.97	12.44	7.74	0.61	32.59	34.4
27.01	101684.59	2.59	-0.10	0.14	-0.99	10.91	9.33	0.73	32.59	34.7
27.04	101687.38	2.36	-0.11	0.14	-1.00	10.12	9.39	2.26	32.59	34.4
27.06	101687.38	2.36	-0.10	0.13	-1.00	9.76	9.82	0.30	32.59	34.4
27.08	101691.44	2.03	-0.10	0.12	-0.98	10.12	10.18	0.55	32.59	34.6
27.10	101688.59	2.26	-0.10	0.13	-1.01	10.61	10.49	-0.12	32.59	34.5
27.13	101688.59	2.26	-0.09	0.13	-1.01	10.91	9.88	2.20	32.59	34.4
27.15	101690.57	2.10	-0.11	0.12	-0.98	11.52	9.33	1.46	32.59	34.4
27.17	101690.74	2.08	-0.11	0.14	-0.98	11.77	9.15	0.24	32.59	34.4
27.20	101690.74	2.08	-0.10	0.14	-1.01	11.28	9.15	0.06	32.59	34.6
27.22	101689.78	2.16	-0.09	0.15	-1.01	10.98	8.96	1.04	32.60	34.4
27.24	101691.27	2.04	-0.10	0.15	-1.02	10.73	8.90	0.79	32.59	34.6
27.27	101691.27	2.04	-0.11	0.12	-1.01	11.34	9.02	0.91	32.59	34.5
27.29	101690.40	2.11	-0.10	0.12	-1.00	12.74	9.39	1.65	32.59	34.4
27.31	101689.11	2.22	-0.10	0.14	-1.01	13.78	9.21	0.43	32.59	34.4
27.34	101689.11	2.22	-0.10	0.14	-1.01	14.33	10.06	0.06	32.59	34.4
27.36	101687.69	2.34	-0.08	0.18	-1.00	14.21	11.40	0.18	32.60	34.5
27.38	101691.58	2.02	-0.09	0.16	-1.00	13.78	12.74	1.34	32.60	34.6
27.41	101691.58	2.02	-0.09	0.16	-1.02	13.23	11.77	2.38	32.60	34.4
27.43	101692.03	1.98	-0.09	0.16	-1.02	12.74	9.94	3.96	32.60	34.6
27.45	101692.03	1.98	-0.10	0.14	-1.01	12.99	8.23	5.73	32.59	34.6
27.47	101693.34	1.87	-0.12	0.12	-1.01	15.18	5.98	3.96	32.59	34.6
27.50	101690.16	2.13	-0.10	0.12	-0.99	16.83	6.34	-0.37	32.59	34.5
27.52	101690.16	2.13	-0.06	0.25	-0.95	14.33	7.87	-7.44	32.59	34.5
27.55	101689.62	2.18	-0.16	0.14	-0.97	9.76	12.26	1.22	32.59	34.5
27.57	101690.40	2.11	-0.08	0.16	-0.96	7.56	11.65	6.52	32.59	34.8
27.59	101690.40	2.11	-0.08	0.11	-0.97	7.80	11.52	4.02	32.59	34.4
27.61	101687.09	2.39	-0.10	0.08	-0.98	9.21	11.89	7.20	32.59	34.6
27.64	101688.59	2.26	-0.11	0.07	-1.02	12.44	10.55	5.06	32.59	34.5
27.66	101688.59	2.26	-0.09	0.10	-1.02	15.73	9.76	4.33	32.59	34.6
27.69	101690.47	2.11	-0.06	0.17	-1.02	16.10	9.09	9.63	32.60	34.5
27.71	101691.34	2.04	-0.11	0.21	-1.01	14.15	9.57	3.17	32.60	34.5
27.73	101691.34	2.04	-0.09	0.16	-1.00	13.17	10.00	-0.67	32.60	34.4
27.76	101690.57	2.10	-0.10	0.15	-1.00	12.87	11.59	1.40	32.59	34.6
27.78	101692.03	1.98	-0.06	0.12	-0.99	12.93	12.93	0.00	32.60	34.6
27.80	101692.03	1.98	-0.08	0.15	-0.98	12.26	13.90	1.77	32.60	34.6
27.82	101689.21	2.21	-0.11	0.13	-0.99	12.44	13.78	0.12	32.58	34.4
27.85	101689.21	2.21	-0.09	0.12	-0.99	12.80	12.56	0.98	32.60	34.4
27.87	101689.25	2.21	-0.11	0.13	-0.99	12.01	11.59	1.95	32.60	34.5
27.90	101687.62	2.34	-0.10	0.12	-0.97	11.77	10.00	5.30	32.59	34.6
27.92	101688.84	2.24	-0.11	0.08	-0.96	13.29	7.93	5.00	32.59	34.6
27.94	101688.84	2.24	-0.10	0.07	-0.96	15.79	5.30	5.06	32.59	34.6
27.96	101689.28	2.21	-0.11	0.12	-0.98	16.65	4.57	3.23	32.59	34.4
27.99	101689.28	2.21	-0.09	0.20	-1.00	16.40	3.72	-0.12	32.60	34.4
28.01	101689.60	2.18	-0.08	0.18	-1.01	14.82	4.39	0.37	32.60	34.4
28.03	101689.28	2.21	-0.06	0.19	-1.02	11.16	5.85	-1.04	32.59	34.4
28.06	101689.28	2.21	-0.07	0.12	-1.01	9.21	7.62	2.01	32.59	34.4
28.08	101690.67	2.09	-0.08	0.11	-1.00	9.82	8.48	3.48	32.59	34.6
28.10	101689.38	2.20	-0.09	0.10	-1.00	10.55	8.90	4.51	32.58	34.6
28.13	101689.38	2.20	-0.12	0.11	-1.01	11.83	9.33	2.74	32.58	34.6
28.15	101692.48	1.94	-0.15	0.11	-1.01	13.90	9.76	2.50	32.59	34.4
28.17	101689.78	2.16	-0.09	0.12	-1.02	15.98	10.79	1.34	32.60	34.4
28.19	101689.78	2.16	-0.09	0.11	-0.99	15.98	11.89	1.28	32.60	34.5
28.22	101691.54	2.02	-0.11	0.12	-0.99	15.98	11.40	-0.55	32.59	34.5
28.24	101691.54	2.02	-0.12	0.15	-1.01	15.61	11.52	-3.17	32.60	34.8
28.26	101692.38	1.95	-0.08	0.17	-1.05	15.49	12.74	-4.15	32.60	34.4
28.28	101691.27	2.04	-0.06	0.12	-1.04	15.12	13.90	-2.80	32.59	34.6
28.31	101691.27	2.04	-0.10	0.08	-0.99	15.55	14.51	-2.38	32.59	34.4
28.33	101688.31	2.29	-0.09	0.09	-1.00	16.16	11.59	2.68	32.59	34.3
28.35	101690.33	2.12	-0.07	0.10	-0.97	15.55	9.15	4.45	32.59	34.6
28.38	101690.33	2.12	-0.09	0.14	-0.97	13.84	6.34	7.32	32.59	34.5
28.40	101689.95	2.15	-0.07	0.14	-0.94	11.77	4.76	4.21	32.60	34.6
28.42	101690.84	2.08	-0.07	0.15	-0.93	9.63	4.76	3.23	32.59	34.6
28.45	101690.84	2.08	-0.09	0.15	-0.95	7.93	4.70	3.54	32.59	34.5
28.47	101691.51	2.02	-0.12	0.14	-0.99	7.26	4.94	4.33	32.60	34.4
28.49	101689.98	2.15	-0.10	0.13	-1.01	8.60	6.04	2.01	32.59	34.6
28.52	101689.98	2.15	-0.12	0.10	-1.03	11.04	8.78	1.71	32.59	34.4
28.54	101689.28	2.21	-0.09	0.11	-1.02	13.60	10.73	1.10	32.59	34.4
28.56	101693.08	1.89	-0.10	0.12	-1.00	14.70	13.17	-2.26	32.60	34.4
28.59	101693.08	1.89	-0.11	0.07	-0.97	15.67	13.05	-2.74	32.60	34.6
28.61	101692.48	1.94	-0.08	0.08	-1.01	16.77	10.18	-1.10	32.59	34.5
28.63	101691.51	2.02	-0.10	0.10	-0.99	17.80	8.11	0.55	32.60	34.3
28.66	101691.51	2.02	-0.13	0.10	-0.98	17.74	6.71	4.15	32.60	34.4
28.68	101689.11	2.22	-0.10	0.14	-1.01	17.80	5.61	2.80	32.59	34.6
28.70	101689.11	2.22	-0.09	0.16	-1.01	15.98	5.06	-1.65	32.59	34.4
28.73	101690.84	2.08	-0.07	0.16	-1.02	12.74	5.06	1.46	32.59	34.5
28.75	101688.48	2.27	-0.08	0.12	-0.99	11.40	5.98	-1.16	32.59	34.4
28.77	101688.48	2.14	-0.09	0.11	-0.99	10.73	6.77	-3.78	32.59	34.6
28.80	101690.05	2.14	-0.09	0.07	-0.92	10.91	8.60	-0.98	32.59	34.5
28.82	101689.43	2.19	-0.12	0.07	-0.96	12.20	9.76	4.39	32.60	34.6
28.84	101689.43	2.19	-0.08	0.11	-0.98	12.99	9.76	1.77	32.59	34.7
28.87	101690.22	2.13	-0.06	0.23	-0.97	9.02	9.57	1.71	32.59	34.4
28.89	101689.78	2.16	-0.10	0.21	-0.92	3.41	9.82	7.26	32.60	34.6
28.91	101689.78	2.16	-0.13	0.10	-0.97	1.71	10.00	7.50	32.60	34.5
28.94	101688.24	2.29	-0.10	0.13	-1.13	7.38	7.50	1.89	32.59	34.5
28.96	101692.12	1.97	-0.10	0.08	-1.10	12.26	9.21	-11.28	32.59	34.4
28.99	101692.12	1.97	-0.09	0.00	-1.04	18.72	10.30	-5.06	32.59	34.5
29.01	101689.88	2.16	-0.09	0.06	-1.07	22.62	9.21	0.30	32.59	34.2
29.03	101691.19	2.05	-0.09	0.06	-1.03	22.44	8.29	1.16	32.59	34.6
29.06	101691.19	2.05	-0.06	0.08	-0.99	21.34	7.13	1.46	32.60	34.7
29.08	101688.56	2.26	-0.11	0.07	-0.95	18.78	8.41	-0.49	32.60	34.4
29.10	101690.12	2.14	0.03	0.07	-0.94	17.99	7.99	4.57	32.60	34.5
29.13	101690.12	2.14	-0.09	0.12	-0.97	14.27	10.85	0.79	32.59	34.5
29.15	101687.90	2.32	-0.10	0.17	-0.96	11.22	10.18	-0.37	32.59	34.5
29.18	101688.07	2.31	-0.10	0.11	-0.99	10.79	10.30	0.98	32.59	34.4
29.20	101688.07	2.31	-0.09	0.13	-0.98	10.55	9.88	6.65	32.60	34.6
29.22	101690.30	2.12	-0.13	0.11	-1.00	10.79	8.54	9.21	32.60	34.4
29.25	101689.53	2.18	-0.10	0.10	-1.00	12.32	10.00	6.65	32.59	34.5
29.27	101689.53	2.18	-0.09	0.07	-1.02	14.45	10.43	0.98	32.60	34.5
29.29	101690.47	2.11	-0.10	0.09	-0.98	15.30	10.12	0.24	32.60	34.7
29.32	101690.98	2.06	-0.08	0.11	-0.98	14.02	8.96	0.49	32.60	34.6
29.34	101690.98	2.06	-0.06	0.14	-0.98	12.13	8.78	-1.77	32.60	34.6
29.37	101692.90	1.91	-0.11	0.12	-0.97	9.70	9.09	-5.30	32.60	34.5
29.39	101689.98	2.15	-0.03	0.15	-0.95	7.99	8.05	-7.99	32.59	34.5
29.41	101689.98	2.15	-0.07	0.12	-0.92	5.91	8.23	0.98	32.59	34.4
29.43	101692.58	1.93	-0.15	0.10	-0.93	4.02	6.10	11.52	32.59	34.4
29.46	101689.95	2.15	-0.13	0.08	-0.98	4.88	3.23	8.90	32.60	34.7
29.48	101689.95	2.15	-0.12	0.15	-1.03	8.23	2.99	-1.52	32.60	34.6
29.51	101691.51	2.02	-0.05	0.11	-1.07	9.57	2.93	0.85	32.60	34.5
29.53	101690.57	2.10	-0.14	0.10	-1.07	10.00	2.13	6.04	32.59	34.5
29.55	101690.57	2.10	-0.13	0.08	-1.06	13.60	0.30	0.85	32.59	34.4
29.58	101688.39	2.28	-0.11	0.07	-1.00	17.20	0.67	-1.65	32.60	34.3
29.60	101691.02	2.06	-0.10	0.11	-0.97	17.50	2.62	0.18	32.59	34.4
29.62	101691.02	2.06	-0.16	0.18	-1.02	16.04	3.84	7.26	32.59	34.4
29.64	101692.73	1.92	-0.15	0.17	-1.06	15.91	6.59	10.55	32.60	34.6
29.68	101687.86	2.32	-0.05	0.10	-1.02	17.68	14.33	-1.46	32.60	34.4
29.70	101687.86	2.32	-0.17	0.09	-0.97	19.45	21.16	-4.15	32.59	34.5
29.72	101689.19	2.21	-0.12	0.09	-0.98	19.51	23.66	0.06	32.59	34.6
29.75	101690.50	2.10	-0.12	0.09	-1.02	17.93	23.41	0.91	32.59	34.5
29.77	101690.50	2.10	-0.11	0.09	-0.99	16.71	21.95	-3.11	32.60	34.7
29.79	101689.95	2.15	-0.08	0.18	-0.98	13.96	19.70	1.04	32.60	34.4
29.81	101691.79	2.00	-0.07	0.10	-0.95	9.82	17.62	15.98	32.59	34.5
29.84	101691.79	2.00	-0.09	0.10	-0.94	6.83	13.90	16.40	32.59	34.5
29.86	101691.09	2.05	-0.08	0.05	-0.90	5.06	9.33	7.50	32.59	34.4
29.88	101691.88	1.99	-0.13	0.16	-0.93	4.09	5.79	2.99	32.59	34.5
29.91	101691.88	1.99	-0.09	0.09	-1.02	4.02	0.98	-0.30	32.59	34.4
29.93	101691.86	1.99	-0.14	0.14	-1.01	6.22	-0.12	2.44	32.60	34.7
29.95	101691.86	2.08	-0.09	0.14	-1.04	7.93	0.24	-6.65	32.60	34.6
29.97	101690.81	2.08	-0.07	0.13	-1.01	10.98	2.74	-9.21	32.60	34.4
30.00	101687.27	2.37	-0.06	0.17	-1.00	11.04	5.98	-7.32	32.59	34.5
30.02	101687.27	2.37	-0.16	0.16	-1.03	9.51	6.95	9.27	32.60	34.6
30.04	101691.86	1.99	-0.07	0.09	-1.06	11.28	5.79	10.43	32.60	34.5
30.07	101689.95	2.15	-0.10	0.13	-1.08	13.54	6.77	12.87	32.60	34.5
30.09	101689.95	2.15	-0.17	0.10	-1.07	16.95	7.93	8.41	32.60	34.4
30.11	101691.86	1.99	-0.08	-0.01	-1.00	22.62	9.27	7.20	32.60	34.5
30.14	101689.53	2.18	-0.10	0.03	-0.96	24.51	8.48	8.96	32.59	34.6
30.16	101689.53	2.18	-0.12	0.08	-0.96	25.43	7.07	5.06	32.59	34.6
30.18	101688.14	2.30	-0.12	0.13	-0.97	24.02	5.98	1.95	32.59	34.4
30.21	101688.98	2.23	-0.09	0.15	-0.98	21.77	6.34	-1.59	32.60	34.5
30.23	101688.98	2.23	-0.10	0.17	-0.97	17.38	8.05	-2.62	32.60	34.6
30.25	101689.60	2.18	-0.11	0.13	-0.97	14.21	10.30	-3.05	32.60	34.6
30.28	101690.16	2.13	-0.13	0.08	-0.96	12.50	9.33	3.48	32.59	34.4
30.30	101690.16	2.13	-0.09	0.10	-0.99	11.10	7.80	5.43	32.59	34.4
30.32	101689.62	2.18	-0.08	0.12	-0.99	9.63	8.54	12.50	32.59	34.6
30.35	101690.12	2.14	-0.09	0.10	-0.99	9.15	9.27	19.57	32.60	34.6
30.37	101690.12	2.14	-0.12	0.10	-0.99	10.55	9.09	21.46	32.60	34.5
30.40	101689.78	2.16	-0.12	0.11	-0.99	12.13	9.27	19.88	32.60	34.6
30.42	101691.34	2.04	-0.07	0.07	-0.97	12.74	12.68	19.63	32.60	34.5
30.44	101691.34	2.04	-0.09	0.06	-0.99	13.41	11.04	4.51	32.60	34.3
30.47	101690.47	2.11	-0.12	0.13	-1.03	13.41	6.28	-0.18	32.60	34.4
30.49	101688.73	2.25	-0.15	0.18	-1.01	13.72	4.02	0.98	32.60	34.4
30.51	101688.73	2.25	-0.08	0.11	-0.99	12.74	2.62	8.11	32.60	34.4
30.54	101692.75	1.92	-0.20	0.11	-0.98	14.33	6.95	2.20	32.59	34.3
30.56	101692.10	1.97	-0.12	0.14	-1.02	14.94	11.95	-10.55	32.60	34.5
30.58	101692.10	1.97	-0.07	0.13	-1.06	14.39	19.88	-2.07	32.60	34.6
30.61	101690.74	2.08	-0.07	0.05	-1.02	14.15	23.17	1.52	32.59	34.6
30.63	101690.02	2.14	-0.04	0.13	-0.99	9.76	24.88	6.10	32.60	34.7
30.65	101690.02	2.14	-0.07	0.10	-1.02	7.50	25.12	6.52	32.60	34.5
30.68	101689.53	2.18	-0.08	0.05	-1.03	6.95	22.44	5.18	32.59	34.6
30.70	101689.53	2.18	-0.16	-0.00	-0.99	10.85	19.21	0.61	32.59	34.6
30.72	101688.14	2.30	-0.10	0.05	-0.97	17.99	14.45	-1.71	32.59	34.4
30.75	101688.07	2.31	-0.08	0.09	-0.96	20.98	10.61	6.04	32.59	34.3
30.77	101689.28	2.14	-0.21	0.17	-0.97	18.35	7.93	13.78	32.59	34.6
30.80	101690.05	2.14	-0.10	0.10	-0.99	18.35	3.60	14.33	32.59	34.6
30.82	101687.09	2.39	-0.09	0.11	-0.97	16.95	-1.28	6.71	32.59	34.6
30.84	101687.09	2.39	-0.04	0.09	-1.00	16.95	-4.33	-0.55	32.60	34.5
30.86	101689.43	2.19	-0.10	0.00	-0.95	14.45	-5.55	-9.76	32.60	34.6
30.89	101690.16	2.13	-0.01	0.09	-0.94	15.67	-2.13	-4.76	32.59	34.4
30.91	101690.16	2.13	-0.13	0.06	-0.90	12.99	-1.89	17.01	32.59	34.5
30.94	101690.05	2.14	-0.06	0.11	-0.93	8.72	-1.59	7.99	32.59	34.6
30.96	101690.30	2.12	-0.13	0.16	-0.97	3.17	0.24	10.12	32.60	34.3
30.98	101690.30	2.12	-0.11	0.15	-0.98	0.30	2.20	1.04	32.60	34.4
31.01	101690.81	2.08	-0.13	0.13	-0.96	-0.98	4.94	2.56	32.60	34.5
31.03	101690.20	2.13	-0.15	0.13	-1.01	-1.22	6.34	1.71	32.60	34.6
31.05	101690.20	2.13	-0.08	0.15	-1.01	-0.12	7.13	1.95	32.60	34.5
31.08	101693.32	1.87	-0.16	0.12	-1.07	0.61	8.11	6.46	32.60	34.6
31.10	101691.41	2.03	-0.16	0.04	-1.07	5.67	8.66	-3.23	32.60	34.6
31.12	101691.41	2.03	-0.15	0.01	-1.10	13.54	9.21	-0.37	32.60	34.6
31.15	101690.12	2.14	-0.17	0.11	-1.08	18.48	9.57	0.18	32.60	34.6
31.17	101692.38	1.95	-0.13	0.09	-1.09	20.55	11.95	-1.83	32.60	34.7
31.19	101692.38	1.95	-0.11	0.11	-1.04	22.50	15.49	-1.52	32.60	34.6
31.22	101693.14	1.89	-0.11	0.12	-1.03	21.16	15.98	0.37	32.60	34.3
31.24	101690.81	2.08	-0.10	0.13	-0.99	18.29	16.40	-2.13	32.60	34.4
31.26	101690.81	2.08	-0.12	0.11	-0.96	15.37	15.30	-1.46	32.60	34.3
31.29	101687.90	2.32	-0.10	0.11	-0.93	12.56	15.43	-1.40	32.59	34.6
31.31	101690.98	2.06	-0.09	0.09	-0.93	10.91	16.16	1.77	32.60	34.4
31.33	101690.98	2.06	-0.10	0.10	-0.93	10.98	15.98	3.41	32.60	34.5
31.36	101689.25	2.21	-0.10	0.12	-0.97	11.40	14.15	-2.74	32.60	34.5
31.38	101692.20	1.96	-0.10	0.13	-0.96	12.13	12.26	-5.00	32.60	34.6
31.40	101692.20	1.96	-0.10	0.16	-0.97	11.28	10.30	-3.78	32.60	34.6
31.43	101692.03	1.98	-0.08	0.13	-1.02	9.94	8.90	1.59	32.60	34.4
31.45	101693.77	1.83	-0.09	0.10	-1.01	12.13	8.60	2.26	32.60	34.6
31.48	101693.77	1.83	-0.10	0.08	-1.02	13.78	7.68	1.89	32.60	34.7
31.50	101690.47	2.11	-0.17	0.02	-0.95	15.85	6.59	0.18	32.60	34.5
31.52	101690.12	2.14	-0.12	0.02	-0.95	18.41	3.35	4.45	32.60	34.5
31.55	101690.12	2.14	-0.19	0.13	-1.07	17.56	1.46	5.30	32.60	34.6
31.57	101691.30	2.04	-0.11	0.13	-1.08	17.50	4.88	-5.61	32.58	34.6
31.59	101692.38	1.95	-0.15	0.07	-1.00	18.05	10.30	-13.29	32.60	34.6
31.62	101692.38	1.95	-0.07	0.06	-0.95	19.21	15.24	-12.74	32.60	34.4
31.64	101693.97	1.82	-0.04	0.13	-0.95	14.39	18.78	-8.17	32.59	34.5
31.67	101688.07	2.31	-0.08	0.13	-0.96	10.12	18.96	-8.41	32.59	34.6
31.69	101688.07	2.31	-0.10	0.11	-0.98	5.67	15.98	-7.74	32.59	34.7
31.71	101688.14	2.30	-0.09	0.10	-0.97	4.63	13.72	-4.02	32.59	34.6
31.74	101691.83	1.99	-0.06	0.11	-0.92	2.62	11.71	5.85	32.61	34.5
31.76	101691.83	1.99	-0.10	0.10	-0.94	2.26	8.29	14.33	32.61	34.5
31.79	101690.33	2.12	-0.09	0.03	-0.99	5.24	4.21	9.33	32.59	34.6
31.81	101687.86	2.32	-0.22	0.05	-1.04	9.70	-1.77	-2.87	32.60	34.6
31.83	101687.86	2.32	-0.09	0.06	-1.05	15.85	-6.59	0.00	32.60	34.5
31.86	101689.36	2.20	-0.09	0.11	-1.05	18.35	-7.01	3.90	32.59	34.5
31.88	101694.70	1.76	-0.10	0.10	-1.04	19.82	-5.61	3.17	32.60	34.6
31.90	101694.70	1.76	-0.14	0.08	-1.04	19.94	-2.07	-0.43	32.60	34.6
31.93	101692.03	1.98	-0.11	0.12	-1.04	17.93	2.56	-1.83	32.60	34.5
31.95	101694.26	1.79	-0.13	0.09	-0.99	16.28	6.65	-1.89	32.61	34.6
31.97	101694.26	1.79	-0.10	0.09	-0.96	15.67	10.85	-2.38	32.61	34.5
32.00	101689.62	2.18	-0.11	0.09	-0.97	13.84	15.43	-0.06	32.59	34.6
32.02	101691.09	2.05	-0.15	0.11	-0.96	13.05	17.07	1.52	32.59	34.5
32.05	101691.09	2.05	-0.15	0.07	-0.94	12.07	15.79	-2.38	32.59	34.6
32.07	101690.95	2.07	-0.16	0.09	-0.96	11.59	13.96	-5.06	32.58	34.4
32.09	101689.53	2.18	-0.10	0.03	-0.96	12.26	11.71	-1.16	32.59	34.5
32.12	101689.53	2.18	-0.08	0.08	-0.95	12.62	10.43	7.26	32.59	34.5
32.14	101692.66	1.93	-0.11	0.11	-0.99	11.83	9.63	8.29	32.59	34.6
32.16	101692.66	1.91	-0.10	0.05	-0.98	12.38	9.51	4.51	32.60	34.6
32.19	101692.90	1.91	-0.15	0.10	-1.04	12.74	7.50	6.22	32.60	34.4
32.21	101693.39	1.86	-0.13	0.14	-1.04	12.13	7.44	3.66	32.61	34.3
32.24	101692.12	1.97	-0.11	0.11	-1.06	11.52	10.43	-1.22	32.59	34.5
32.26	101692.12	1.97	-0.14	0.07	-1.04	13.96	12.62	0.67	32.59	34.5
32.28	101690.74	2.08	-0.11	0.06	-1.00	16.04	13.54	2.01	32.59	34.5
32.31	101692.88	1.91	-0.11	0.08	-0.99	15.30	15.43	7.26	32.61	34.3
32.33	101692.88	1.91	-0.08	0.08	-1.01	15.00	16.22	6.34	32.61	34.7
32.35	101689.98	2.15	-0.13	0.05	-0.96	13.48	16.59	4.82	32.59	34.7
32.38	101688.81	2.24	-0.12	0.07	-0.96	11.65	15.00	3.48	32.60	34.5
32.41	101688.81	2.24	-0.09	0.09	-0.97	11.22	12.80	3.35	32.60	34.4
32.43	101690.72	2.09	-0.03	0.20	-0.96	8.78	13.54	-3.35	32.60	34.4
32.45	101690.47	2.11	-0.09	0.20	-0.99	3.96	14.57	2.87	32.60	34.5
32.47	101690.47	2.11	-0.09	0.12	-0.98	1.95	13.72	2.20	32.60	34.6
32.50	101690.37	2.12	-0.15	0.09	-1.01	2.99	11.77	-4.15	32.60	34.4
32.52	101690.37	2.12	-0.07	0.01	-1.00	7.26	11.77	-1.83	32.60	34.4
32.54	101690.81	2.08	-0.09	0.03	-0.99	12.26	10.61	1.71	32.60	34.6
32.58	101691.16	2.05	-0.10	0.08	-1.05	17.07	8.41	6.77	32.60	34.9
32.60	101688.05	2.31	-0.09	0.10	-1.05	17.20	6.59	0.43	32.60	34.4
32.62	101688.05	2.31	-0.09	0.10	-1.00	16.71	5.12	0.49	32.60	34.5
32.64	101689.95	2.15	-0.06	0.05	-0.97	16.89	4.27	5.61	32.60	34.6
32.81	101690.57	1.97	-0.11	0.13	-0.96	7.01	14.51	-0.18	32.60	34.4
33.05	101692.17	1.97	-0.12	0.09	-1.01	12.44	13.90	-0.55	32.61	34.5
33.29	101690.47	2.11	-0.08	0.17	-0.93	9.51	11.95	-4.88	32.60	34.5
33.64	101690.98	2.06	-0.09	0.11	-0.94	10.30	15.37	-4.82	32.60	34.6
33.86	101689.78	2.16	-0.08	0.11	-0.95	15.18	11.22	3.11	32.60	34.5
33.88	101691.48	2.02	-0.07	0.13	-0.98	11.28	14.02	-2.26	32.61	34.5
33.90	101691.48	2.02	-0.08	0.11	-0.97	8.17	14.94	-4.88	32.61	34.4
33.92	101691.23	2.04	-0.07	0.04	-0.95	7.99	12.99	11.16	32.60	34.5
33.95	101691.23	2.04	-0.05	0.08	-0.98	6.83	10.30	2.44	32.61	34.4
33.97	101692.00	1.98	-0.09	0.12	-0.99	6.52	7.80	5.18	32.61	34.3
33.99	101691.58	2.02	-0.07	0.13	-1.00	5.12	5.61	4.02	32.60	34.4
34.02	101691.58	2.02	-0.07	0.11	-0.97	4.51	4.09	0.37	32.60	34.5
34.04	101690.37	2.12	-0.08	0.12	-0.98	4.09	3.35	-0.91	32.60	34.4
34.06	101690.47	2.11	-0.06	0.14	-1.01	3.05	3.05	6.04	32.60	34.5
34.08	101690.47	2.11	-0.10	0.10	-1.00	5.61	5.12	7.56	32.60	34.4
34.11	101692.00	1.98	-0.09	0.04	-1.00	8.96	5.61	3.90	32.61	34.7
34.13	101696.09	1.64	-0.14	0.02	-0.99	12.87	4.88	3.11	32.60	34.4
34.15	101696.09	1.64	-0.14	0.11	-1.00	14.33	4.21	8.11	32.60	34.3
34.17	101692.27	1.96	-0.07	0.09	-1.03	15.18	5.55	5.18	32.60	34.6
34.20	101692.62	1.93	-0.07	0.12	-1.03	15.12	6.77	5.18	32.60	34.6
34.22	101692.62	1.93	-0.11	0.11	-1.04	13.72	6.28	11.71	32.60	34.6
34.25	101695.47	1.69	-0.07	0.15	-1.04	12.32	5.49	9.45	32.61	34.5
34.27	101692.95	1.90	-0.08	0.14	-1.04	11.52	6.95	2.87	32.61	34.6
34.29	101692.95	1.90	-0.12	0.12	-1.02	11.16	9.09	2.01	32.61	34.3
34.31	101693.25	1.88	-0.14	0.08	-1.01	12.20	9.88	7.07	32.60	34.6
34.34	101693.25	1.88	-0.19	0.02	-0.99	15.12	10.12	12.20	32.60	34.5
34.36	101690.47	2.11	-0.09	0.09	-0.98	18.11	11.46	4.33	32.60	34.5
34.38	101693.91	1.82	-0.10	0.09	-1.02	19.51	14.33	5.43	32.62	34.4
34.41	101693.91	1.82	-0.09	0.08	-1.02	20.30	14.27	5.12	32.61	34.7
34.43	101689.23	2.21	-0.10	0.03	-1.00	21.46	10.12	13.72	32.61	34.3
34.45	101694.26	1.79	-0.09	-0.02	-0.97	23.96	7.62	12.44	32.61	34.5
34.48	101694.26	1.79	-0.15	0.09	-0.96	25.30	5.18	4.21	32.61	34.5
34.50	101693.73	1.84	-0.05	0.13	-1.01	22.93	4.70	0.85	32.62	34.6
34.52	101693.84	1.83	-0.10	0.13	-0.98	18.96	3.60	0.00	32.60	34.5
34.55	101693.84	1.83	-0.18	0.06	-0.94	16.83	1.95	-2.26	32.60	34.4
