P,V,A
-57.09,-9.16,0.16
-56.95,-8.83,0.36
-58.00,-9.88,-0.27
-57.56,-9.18,0.14
-58.55,-10.18,-0.45
-59.20,-10.79,-0.80
-59.43,-10.86,-0.84
-59.96,-11.32,-1.10
-60.21,-11.44,-1.16
-60.65,-11.79,-1.35
-60.81,-11.79,-1.34
-59.45,-9.85,-0.21
-59.85,-10.18,-0.40
-60.20,-10.43,-0.54
-60.63,-10.78,-0.73
-60.69,-10.67,-0.66
-61.94,-12.10,-1.46
-62.00,-11.95,-1.37
-62.11,-11.88,-1.32
-62.06,-11.58,-1.14
-62.02,-11.31,-0.98
-61.99,-11.04,-0.82
-61.93,-10.75,-0.65
-61.78,-10.33,-0.41
-61.83,-10.19,-0.33
-61.78,-9.90,-0.17
-61.94,-9.91,-0.17
-61.97,-9.75,-0.08
-62.17,-9.82,-0.12
-62.35,-9.86,-0.14
-62.48,-9.84,-0.13
-62.75,-10.01,-0.22
-63.03,-10.19,-0.32
-63.31,-10.37,-0.41
-63.48,-10.38,-0.41
-63.67,-10.43,-0.44
-63.86,-10.50,-0.47
-64.05,-10.53,-0.48
-64.32,-10.71,-0.58
-64.48,-10.70,-0.57
-64.65,-10.72,-0.57
-65.22,-11.32,-0.89
-65.19,-11.02,-0.72
-65.18,-10.78,-0.59
-65.16,-10.51,-0.44
-64.93,-9.95,-0.13
-64.68,-9.35,0.19
-64.68,-9.13,0.31
-64.59,-8.79,0.48
-64.57,-8.54,0.61
-64.48,-8.21,0.79
-64.42,-7.93,0.93
-64.27,-7.50,1.15
-63.61,-6.34,1.76
-66.03,-9.76,-0.08
-66.78,-10.65,-0.55
-66.46,-9.95,-0.17
-66.55,-9.85,-0.12
-66.51,-9.57,0.03
-66.13,-8.78,0.45
-65.97,-8.32,0.69
-65.99,-8.15,0.78
-65.76,-7.60,1.06
-64.21,-5.06,2.41
-64.23,-4.95,2.45
-63.97,-4.40,2.72
-64.20,-4.61,2.59
-63.91,-4.01,2.88
-63.79,-3.69,3.03
-62.55,-1.68,4.07
-63.03,-2.31,3.70
-63.46,-2.86,3.38
-63.70,-3.11,3.22
-64.24,-3.80,2.83
-62.98,-1.77,3.88
-63.98,-3.19,3.10
-63.18,-1.86,3.78
-63.49,-2.23,3.55
-62.50,-0.61,4.38
-62.97,-1.25,4.01
-61.74,0.73,5.03
-61.26,1.53,5.41
-60.62,2.55,5.91
-60.17,3.28,6.25
-59.44,4.41,6.80
-59.12,4.90,7.01
-58.84,5.32,7.17
-58.42,5.95,7.45
-58.29,6.12,7.48
-58.32,6.04,7.38
-58.03,6.46,7.54
-57.78,6.79,7.66
-57.70,6.88,7.64
-57.90,6.53,7.39
-57.82,6.61,7.37
-57.82,6.57,7.29
-57.79,6.56,7.22
-57.98,6.22,6.98
-57.82,6.43,7.04
-57.80,6.41,6.97
-57.87,6.27,6.84
-58.05,5.94,6.60
-58.15,5.75,6.45
-58.41,5.30,6.15
-58.57,5.01,5.95
-58.48,5.13,5.97
-58.58,4.94,5.81
-58.62,4.86,5.72
-58.78,4.57,5.52
-58.76,4.59,5.48
-58.83,4.45,5.36
-58.71,4.61,5.40
-58.74,4.53,5.32
-58.65,4.65,5.33
-58.71,4.53,5.23
-58.75,4.44,5.14
-58.71,4.47,5.11
-58.74,4.39,5.02
-58.87,4.17,4.87
-58.85,4.17,4.83
-59.09,3.76,4.57
-59.14,3.67,4.48
-59.18,3.58,4.39
-59.12,3.67,4.40
-59.12,3.64,4.35
-59.27,3.39,4.18
-59.24,3.42,4.16
-59.21,3.44,4.14
-59.15,3.52,4.15
-59.15,3.49,4.10
-59.15,3.48,4.06
-59.47,2.96,3.74
-59.41,3.03,3.75
-59.34,3.13,3.77
-59.35,3.10,3.72
-59.20,3.30,3.80
-59.34,3.07,3.64
-59.29,3.13,3.65
-59.17,3.30,3.71
-59.16,3.29,3.67
-58.99,3.53,3.77
-59.06,3.40,3.67
-58.98,3.50,3.70
-58.94,3.54,3.69
-58.83,3.68,3.73
-58.92,3.51,3.60
-58.70,3.82,3.74
-58.66,3.84,3.72
-58.78,3.63,3.58
-58.80,3.56,3.51
-58.90,3.37,3.38
-58.64,3.74,3.55
-58.95,3.23,3.24
-58.73,3.54,3.39
-58.71,3.53,3.35
-58.51,3.81,3.48
-58.40,3.95,3.53
-58.47,3.80,3.41
-58.48,3.73,3.35
-58.35,3.91,3.41
-58.27,3.98,3.43
-58.35,3.83,3.31
-58.40,3.70,3.22
-58.56,3.41,3.03
-58.60,3.30,2.95
-58.39,3.60,3.08
-58.32,3.67,3.09
-58.12,3.94,3.22
-57.92,4.22,3.34
-57.64,4.61,3.53
-57.63,4.55,3.47
-57.69,4.41,3.36
-57.88,4.04,3.13
-57.63,4.40,3.30
-57.41,4.68,3.43
-57.40,4.63,3.37
-57.82,3.91,2.95
-57.85,3.82,2.87
-57.88,3.73,2.80
-57.78,3.83,2.83
-59.25,1.46,1.51
-58.63,2.43,2.03
-58.28,2.94,2.29
-57.91,3.49,2.57
-57.84,3.55,2.59
-57.76,3.63,2.61
-57.67,3.74,2.64
-57.58,3.83,2.67
-59.02,1.49,1.37
-58.58,2.17,1.73
-58.10,2.91,2.12
-58.03,2.98,2.14
-57.77,3.35,2.33
-58.89,1.53,1.30
-58.38,2.31,1.72
-59.42,0.64,0.79
-60.34,-0.80,-0.01
-59.85,-0.02,0.42
-60.84,-1.58,-0.44
-61.51,-2.60,-0.99
-60.77,-1.40,-0.32
-61.61,-2.68,-1.02
-60.78,-1.33,-0.28
-61.29,-2.11,-0.70
-61.75,-2.79,-1.07
-62.40,-3.75,-1.59
-62.89,-4.45,-1.96
-63.49,-5.33,-2.43
-63.73,-5.61,-2.56
-63.88,-5.75,-2.61
-64.00,-5.83,-2.64
-64.25,-6.13,-2.78
-64.16,-5.88,-2.62
-64.12,-5.71,-2.50
-64.04,-5.49,-2.36
-64.14,-5.55,-2.37
-64.35,-5.78,-2.48
-64.53,-5.96,-2.56
-64.58,-5.94,-2.52
-64.54,-5.77,-2.41
-64.60,-5.76,-2.38
-64.60,-5.66,-2.31
-64.42,-5.27,-2.08
-64.47,-5.26,-2.05
-64.63,-5.40,-2.11
-64.63,-5.30,-2.04
-64.53,-5.06,-1.89
-64.40,-4.76,-1.71
-64.35,-4.59,-1.60
-64.30,-4.42,-1.49
-64.07,-3.97,-1.24
-64.30,-4.25,-1.38
-64.08,-3.83,-1.14
-64.31,-4.12,-1.28
-64.25,-3.94,-1.18
-64.21,-3.80,-1.08
-64.15,-3.62,-0.98
-64.05,-3.39,-0.85
-64.21,-3.59,-0.94
-63.95,-3.10,-0.67
-63.93,-3.00,-0.61
-63.72,-2.60,-0.39
-63.74,-2.58,-0.37
-63.73,-2.50,-0.32
-63.92,-2.74,-0.45
-63.59,-2.17,-0.13
-63.43,-1.87,0.03
-63.59,-2.07,-0.08
-63.61,-2.06,-0.07
-63.45,-1.75,0.10
-63.44,-1.69,0.13
-63.43,-1.63,0.16
-63.36,-1.47,0.25
-63.29,-1.33,0.33
-63.37,-1.42,0.27
-63.59,-1.73,0.10
-63.58,-1.67,0.13
-63.48,-1.47,0.24
-63.50,-1.46,0.24
-63.55,-1.51,0.22
-63.46,-1.31,0.32
-63.28,-1.00,0.49
-63.38,-1.12,0.42
-63.42,-1.15,0.40
-63.45,-1.17,0.38
-63.48,-1.18,0.38
-63.41,-1.05,0.45
-63.43,-1.04,0.45
-63.15,-0.57,0.71
-63.23,-0.67,0.64
-63.22,-0.63,0.66
-63.34,-0.79,0.56
-63.27,-0.64,0.64
-63.20,-0.51,0.71
-63.39,-0.79,0.55
-63.41,-0.79,0.54
-63.29,-0.57,0.66
-63.35,-0.65,0.61
-63.27,-0.49,0.69
-63.25,-0.44,0.71
-63.13,-0.22,0.83
-63.34,-0.55,0.64
-63.24,-0.36,0.74
-63.22,-0.31,0.76
-63.39,-0.56,0.62
-63.43,-0.60,0.59
-63.30,-0.38,0.71
-63.45,-0.59,0.59
-63.54,-0.71,0.51
-63.59,-0.77,0.48
-63.47,-0.54,0.60
-63.32,-0.28,0.74
-63.26,-0.17,0.79
-63.14,0.04,0.90
-62.86,0.49,1.14
-63.08,0.15,0.94
-63.18,-0.00,0.85
-63.27,-0.13,0.78
-63.39,-0.30,0.67
-63.49,-0.45,0.58
-63.38,-0.25,0.69
-63.39,-0.25,0.69
-63.11,0.21,0.93
-63.27,-0.04,0.79
-63.20,0.09,0.85
-63.30,-0.06,0.76
-62.90,0.58,1.11
-63.01,0.41,1.00
-63.12,0.24,0.90
-63.09,0.29,0.92
-63.06,0.36,0.95
-63.01,0.43,0.99
-63.04,0.39,0.95
-63.31,-0.03,0.72
-63.43,-0.20,0.61
-63.45,-0.23,0.59
-63.30,0.03,0.73
-63.10,0.36,0.91
-63.00,0.52,0.99
-62.93,0.63,1.04
-62.98,0.56,0.99
-63.03,0.48,0.94
-62.84,0.78,1.10
-62.77,0.89,1.15
-62.70,0.98,1.19
-62.57,1.18,1.29
-62.71,0.96,1.16
-62.78,0.84,1.08
-62.83,0.76,1.03
-63.02,0.45,0.85
-63.05,0.42,0.82
-62.79,0.82,1.04
-62.99,0.50,0.85
-62.81,0.79,1.00
-62.85,0.53,0.78
-62.99,0.12,0.49
-62.04,2.06,1.50
-61.30,3.01,1.90
-61.64,1.97,1.16
-61.87,1.32,0.69
-62.22,0.60,0.21
-61.91,0.95,0.40
-61.52,1.34,0.60
-61.24,1.54,0.66
-60.94,1.71,0.70
-61.22,1.09,0.28
-60.65,1.66,0.58
-60.36,1.80,0.61
-60.84,0.93,0.10
-60.74,0.89,0.07
-60.43,1.11,0.18
-60.10,1.33,0.27
-59.90,1.37,0.27
-59.76,1.34,0.23
-60.04,0.82,-0.02
-59.62,1.15,0.13
-59.74,0.84,-0.02
-59.52,0.94,0.03
-59.62,0.69,-0.08
-60.24,-0.11,-0.42
-60.29,-0.20,-0.44
-60.59,-0.55,-0.56
-60.72,-0.68,-0.58
-60.42,-0.33,-0.39
-60.26,-0.17,-0.30
-60.28,-0.20,-0.29
-60.17,-0.10,-0.23
-59.76,0.31,-0.04
-59.72,0.30,-0.04
-59.77,0.20,-0.08
-59.80,0.12,-0.11
-59.84,0.05,-0.14
-59.55,0.32,-0.01
-59.75,0.06,-0.12
-59.92,-0.15,-0.20
-60.06,-0.30,-0.25
-60.43,-0.66,-0.39
-60.28,-0.46,-0.28
-60.43,-0.58,-0.32
-60.16,-0.25,-0.15
-60.09,-0.17,-0.11
-59.93,0.02,-0.02
-59.90,0.04,-0.01
-59.82,0.12,0.02
-59.82,0.10,0.01
-59.53,0.38,0.13
-59.60,0.27,0.08
-59.73,0.10,-0.00
-59.63,0.19,0.04
-59.87,-0.08,-0.08
-59.45,0.36,0.11
-59.56,0.20,0.04
-59.41,0.34,0.09
-59.08,0.64,0.22
-59.24,0.40,0.10
-58.97,0.63,0.19
-59.00,0.53,0.14
-58.96,0.51,0.12
-58.80,0.62,0.16
-59.00,0.33,0.03
-59.28,-0.01,-0.12
-59.55,-0.30,-0.24
-59.17,0.10,-0.05
-59.25,-0.00,-0.09
-59.05,0.19,-0.00
-58.87,0.35,0.07
-58.66,0.53,0.14
-58.33,0.80,0.24
-58.36,0.68,0.18
-58.92,0.01,-0.12
-59.04,-0.13,-0.17
-59.62,-0.73,-0.42
-59.18,-0.22,-0.17
-58.66,0.33,0.07
-58.72,0.23,0.03
-58.99,-0.09,-0.11
-58.76,0.15,-0.00
-58.14,0.77,0.26
-58.13,0.70,0.22
-61.07,-2.44,-1.14
-60.84,-1.98,-0.87
-60.83,-1.77,-0.72
-60.33,-1.08,-0.38
-59.92,-0.53,-0.13
-59.36,0.11,0.16
-59.18,0.30,0.23
-58.66,0.82,0.44
-58.19,1.25,0.59
-58.55,0.76,0.34
-58.50,0.74,0.31
-58.24,0.94,0.38
-57.95,1.15,0.44
-57.59,1.40,0.52
-57.34,1.52,0.54
-57.53,1.16,0.35
-57.80,0.75,0.15
-60.64,-2.31,-1.16
-60.17,-1.62,-0.79
-62.28,-3.67,-1.61
-61.36,-2.36,-0.95
-63.07,-3.91,-1.55
-64.69,-5.19,-2.00
-65.70,-5.71,-2.09
-63.77,-3.10,-0.84
-64.73,-3.73,-1.06
-65.88,-4.49,-1.32
-66.37,-4.47,-1.22
-66.76,-4.35,-1.09
-67.13,-4.21,-0.97
-67.50,-4.07,-0.84
-67.63,-3.69,-0.63
-67.11,-2.65,-0.14
-66.93,-2.07,0.11
-66.74,-1.54,0.33
-66.46,-0.96,0.56
-66.24,-0.50,0.72
-66.10,-0.18,0.81
-66.14,-0.08,0.80
-65.57,0.64,1.05
-65.11,1.16,1.21
-64.93,1.34,1.21
-64.91,1.31,1.12
-64.95,1.23,1.01
-65.11,1.01,0.85
-64.83,1.26,0.90
-64.72,1.30,0.87
-64.80,1.13,0.74
-64.87,0.99,0.63
-64.59,1.21,0.68
-64.24,1.48,0.75
-63.88,1.73,0.81
-63.96,1.49,0.66
-63.94,1.37,0.56
-64.30,0.85,0.31
-64.17,0.90,0.31
-64.00,0.98,0.32
-63.74,1.14,0.37
-63.62,1.14,0.35
-63.58,1.05,0.29
-64.03,0.46,0.02
-64.48,-0.09,-0.22
-64.66,-0.28,-0.29
-64.47,-0.08,-0.18
-64.76,-0.40,-0.31
-64.87,-0.50,-0.33
-64.74,-0.32,-0.23
-64.87,-0.44,-0.27
-64.71,-0.25,-0.17
-64.95,-0.48,-0.26
-64.58,-0.05,-0.06
-64.68,-0.15,-0.10
-64.14,0.42,0.15
-64.32,0.18,0.04
-64.85,-0.39,-0.21
-64.83,-0.33,-0.17
-64.47,0.07,0.02
-64.57,-0.05,-0.04
-64.32,0.22,0.08
-63.94,0.59,0.23
-64.02,0.44,0.16
-63.80,0.63,0.23
-64.16,0.19,0.02
-64.42,-0.11,-0.11
-64.24,0.08,-0.02
-63.94,0.38,0.11
-63.64,0.65,0.22
-64.05,0.15,-0.01
-64.14,0.03,-0.06
-64.16,-0.01,-0.07
-64.07,0.08,-0.03
-64.09,0.04,-0.04
-63.97,0.15,0.01
-63.81,0.30,0.07
-64.04,0.03,-0.05
-64.09,-0.04,-0.08
-63.70,0.36,0.10
-63.58,0.44,0.13
-63.75,0.21,0.02
-63.74,0.19,0.01
-63.61,0.30,0.06
-63.44,0.44,0.11
-62.93,0.91,0.31
-62.73,1.02,0.33
-62.87,0.76,0.20
-62.92,0.62,0.13
-62.48,1.00,0.28
-62.84,0.51,0.05
-63.07,0.20,-0.08
-63.35,-0.14,-0.22
-63.48,-0.28,-0.27
-63.56,-0.36,-0.28
-63.58,-0.36,-0.26
-63.65,-0.42,-0.27
-63.66,-0.40,-0.25
-63.32,-0.02,-0.07
-63.03,0.28,0.06
-62.67,0.62,0.20
-62.58,0.65,0.20
-62.61,0.54,0.14
-62.54,0.55,0.14
-62.87,0.13,-0.05
-62.30,0.70,0.20
-61.98,0.95,0.29
-62.41,0.39,0.04
-62.75,-0.01,-0.14
-62.78,-0.06,-0.15
-62.99,-0.29,-0.24
-62.91,-0.20,-0.19
-63.55,-0.86,-0.45
-63.17,-0.39,-0.23
-62.66,0.17,0.03
-62.24,0.59,0.20
-61.70,1.08,0.40
-61.61,1.07,0.37
-61.81,0.74,0.21
-61.51,0.97,0.29
-61.75,0.60,0.11
-61.95,0.32,-0.01
-62.36,-0.16,-0.21
-62.39,-0.20,-0.22
-62.38,-0.18,-0.20
-62.17,0.03,-0.09
-61.91,0.29,0.02
-61.86,0.30,0.02
-61.91,0.20,-0.02
-61.91,0.17,-0.03
-62.03,0.02,-0.09
-61.66,0.38,0.07
-62.04,-0.07,-0.13
-61.67,0.32,0.04
-61.37,0.58,0.15
-61.28,0.60,0.15
-61.11,0.71,0.19
-61.65,0.06,-0.10
-61.40,0.30,0.01
-61.63,0.02,-0.11
-61.26,0.38,0.05
-61.61,-0.04,-0.13
-61.51,0.06,-0.08
-61.49,0.06,-0.08
-61.45,0.08,-0.06
-61.22,0.30,0.03
-61.13,0.35,0.05
-61.51,-0.09,-0.14
-61.68,-0.28,-0.21
-61.64,-0.22,-0.17
-61.29,0.16,0.00
-61.66,-0.25,-0.17
-61.68,-0.26,-0.16
-62.10,-0.68,-0.33
-61.68,-0.18,-0.10
-61.60,-0.09,-0.05
-61.54,-0.01,-0.02
-61.43,0.10,0.03
-60.94,0.60,0.24
-60.77,0.72,0.28
-60.94,0.46,0.15
-61.22,0.12,-0.00
-61.48,-0.17,-0.13
-61.21,0.12,0.00
-61.13,0.19,0.03
-61.55,-0.28,-0.17
-61.34,-0.04,-0.06
-60.95,0.37,0.12
-60.90,0.38,0.12
-60.61,0.64,0.22
-60.59,0.58,0.18
-60.74,0.36,0.08
-60.90,0.16,-0.02
-60.63,0.41,0.09
-60.63,0.35,0.06
-60.68,0.25,0.02
-60.77,0.13,-0.04
-61.12,-0.27,-0.20
-60.80,0.08,-0.04
-60.56,0.32,0.06
-60.82,0.01,-0.08
-61.07,-0.27,-0.19
-61.02,-0.20,-0.14
-61.18,-0.36,-0.20
-60.60,0.28,0.08
-60.83,0.00,-0.04
-60.74,0.09,-0.00
-60.55,0.28,0.08
-60.13,0.68,0.24
-60.32,0.40,0.11
-60.55,0.12,-0.02
-60.82,-0.18,-0.15
-60.77,-0.12,-0.11
-60.91,-0.26,-0.16
-60.85,-0.18,-0.12
-60.66,0.03,-0.02
-60.67,0.01,-0.03
-60.80,-0.13,-0.08
-60.61,0.08,0.01
-60.60,0.08,0.01
-60.74,-0.08,-0.06
-60.34,0.34,0.12
-60.43,0.21,0.06
-60.66,-0.06,-0.06
-60.58,0.03,-0.02
-60.26,0.35,0.12
-60.08,0.50,0.18
-60.06,0.47,0.15
-60.35,0.11,-0.01
-60.74,-0.31,-0.19
-60.98,-0.54,-0.27
-60.73,-0.23,-0.13
-60.57,-0.05,-0.04
-60.39,0.15,0.04
-60.14,0.39,0.15
-60.12,0.37,0.13
-60.04,0.41,0.14
-60.01,0.40,0.12
-60.15,0.21,0.04
-60.38,-0.06,-0.08
-60.52,-0.21,-0.14
-60.23,0.11,0.00
-60.05,0.28,0.08
-59.80,0.50,0.17
-59.51,0.75,0.26
-59.18,1.01,0.36
-59.14,0.94,0.30
-59.83,0.13,-0.06
-60.08,-0.16,-0.18
-60.00,-0.08,-0.14
-60.22,-0.31,-0.23
-59.95,-0.02,-0.09
-60.04,-0.12,-0.12
-60.15,-0.24,-0.17
-60.07,-0.14,-0.11
-59.88,0.07,-0.02
-59.97,-0.04,-0.06
-59.73,0.21,0.05
-59.43,0.49,0.17
-59.37,0.50,0.16
-59.03,0.80,0.28
-59.46,0.27,0.03
-59.73,-0.05,-0.11
-59.56,0.12,-0.03
-59.69,-0.04,-0.09
-59.65,-0.01,-0.07
-59.42,0.23,0.03
-59.44,0.17,0.01
-59.48,0.11,-0.02
-59.74,-0.18,-0.14
-59.28,0.30,0.07
-59.18,0.37,0.10
-59.32,0.18,0.01
-59.73,-0.28,-0.19
-59.51,-0.03,-0.07
-59.51,-0.03,-0.07
-59.80,-0.34,-0.19
-59.77,-0.28,-0.16
-59.23,0.30,0.10
-59.04,0.46,0.16
-58.98,0.48,0.16
-58.93,0.48,0.15
-59.02,0.33,0.08
-59.20,0.10,-0.03
-58.95,0.35,0.08
-59.11,0.13,-0.02
-59.26,-0.05,-0.09
-59.33,-0.12,-0.11
-59.39,-0.18,-0.13
-59.35,-0.13,-0.11
-59.23,0.00,-0.04
-59.34,-0.12,-0.09
-59.06,0.17,0.04
-59.11,0.10,0.01
-58.80,0.41,0.14
-58.81,0.36,0.11
-58.78,0.34,0.09
-58.54,0.56,0.18
-58.72,0.31,0.06
-58.61,0.38,0.09
-58.45,0.50,0.13
-58.38,0.51,0.13
-58.67,0.15,-0.03
-58.77,0.02,-0.09
-59.10,-0.34,-0.23
-58.88,-0.09,-0.11
-58.50,0.30,0.06
-58.39,0.37,0.09
-58.56,0.16,-0.01
-58.78,-0.10,-0.12
-59.05,-0.38,-0.23
-58.92,-0.22,-0.15
-59.03,-0.32,-0.18
-59.09,-0.35,-0.18
-58.96,-0.19,-0.10
-58.60,0.20,0.07
-58.66,0.12,0.03
-58.77,-0.02,-0.03
-58.67,0.09,0.02
-58.52,0.24,0.08
-58.25,0.49,0.18
-58.11,0.59,0.21
-58.28,0.34,0.09
-58.22,0.37,0.10
-58.16,0.39,0.10
-58.35,0.14,-0.01
-58.22,0.26,0.04
-58.32,0.11,-0.02
-57.88,0.55,0.17
-58.31,0.04,-0.07
-58.28,0.05,-0.05
-58.60,-0.29,-0.20
-58.90,-0.59,-0.31
-58.54,-0.16,-0.11
-58.37,0.02,-0.02
-58.31,0.08,0.00
-58.81,-0.45,-0.22
-58.85,-0.46,-0.21
-59.15,-0.72,-0.31
-59.35,-0.86,-0.35
-58.91,-0.32,-0.10
-58.70,-0.06,0.02
-58.73,-0.09,0.01
-58.58,0.09,0.08
-58.32,0.36,0.19
-58.41,0.23,0.13
-58.45,0.17,0.09
-58.34,0.27,0.13
-58.32,0.27,0.12
-58.50,0.06,0.02
-58.10,0.47,0.19
-57.84,0.69,0.27
-57.65,0.82,0.31
-57.64,0.74,0.26
-58.06,0.22,0.02
-57.80,0.46,0.12
-57.75,0.46,0.11
-57.82,0.33,0.05
-58.16,-0.06,-0.12
-58.01,0.09,-0.05
-58.05,0.03,-0.07
-58.23,-0.18,-0.15
-58.03,0.04,-0.05
-57.72,0.35,0.09
-57.74,0.29,0.05
-57.71,0.27,0.04
-57.83,0.12,-0.03
-57.89,0.03,-0.06
-58.38,-0.49,-0.28
-58.40,-0.47,-0.25
-57.99,-0.01,-0.04
-58.21,-0.24,-0.14
-58.20,-0.22,-0.12
-58.24,-0.23,-0.12
-57.84,0.20,0.07
-57.73,0.30,0.11
-57.71,0.29,0.10
-57.82,0.14,0.03
-57.35,0.61,0.23
-57.44,0.46,0.15
-57.19,0.67,0.23
-57.05,0.73,0.24
-57.12,0.58,0.16
-57.46,0.16,-0.03
-57.69,-0.10,-0.14
-57.36,0.24,0.02
-57.42,0.13,-0.03
-57.92,-0.41,-0.26
-57.59,-0.04,-0.08
-57.49,0.07,-0.03
-57.25,0.30,0.07
-57.22,0.29,0.06
-57.01,0.47,0.13
-57.03,0.40,0.09
-56.87,0.51,0.13
-57.26,0.04,-0.07
-57.14,0.15,-0.02
-57.24,0.02,-0.08
-57.52,-0.28,-0.20
-57.62,-0.36,-0.22
-57.34,-0.05,-0.07
-57.12,0.18,0.03
-57.63,-0.38,-0.21
-57.95,-0.68,-0.33
-57.57,-0.23,-0.11
-57.39,-0.02,-0.02
-57.01,0.38,0.15
-56.89,0.46,0.18
-57.15,0.14,0.03
-56.96,0.33,0.11
-57.26,-0.02,-0.04
-57.16,0.08,0.00
-57.60,-0.39,-0.20
-57.29,-0.03,-0.04
-56.90,0.37,0.14
-57.29,-0.08,-0.06
-57.38,-0.17,-0.10
-56.98,0.27,0.10
-56.74,0.48,0.18
-56.73,0.45,0.15
-57.05,0.07,-0.02
-57.15,-0.05,-0.07
-57.18,-0.09,-0.08
-57.05,0.06,-0.01
-57.13,-0.04,-0.05
-56.81,0.29,0.09
-56.56,0.52,0.18
-56.76,0.26,0.06
-56.79,0.19,0.03
-56.32,0.66,0.22
-56.12,0.79,0.27
-56.23,0.59,0.16
-56.11,0.65,0.18
-56.12,0.56,0.13
-55.96,0.65,0.16
-56.31,0.21,-0.04
-56.72,-0.25,-0.23
-56.99,-0.53,-0.33
-56.98,-0.48,-0.29
-57.27,-0.75,-0.39
-57.33,-0.74,-0.36
-57.24,-0.58,-0.27
-56.98,-0.26,-0.12
-57.00,-0.25,-0.11
-56.73,0.05,0.03
-56.79,-0.02,-0.00
-56.73,0.04,0.03
-56.57,0.21,0.09
-56.80,-0.05,-0.02
-56.64,0.12,0.05
-56.34,0.43,0.18
-56.07,0.66,0.27
-56.51,0.14,0.03
-56.55,0.08,-0.00
-56.70,-0.09,-0.07
-56.11,0.53,0.20
-56.17,0.41,0.13
-56.62,-0.10,-0.09
-56.48,0.04,-0.03
-56.31,0.21,0.05
-56.24,0.26,0.06
-56.17,0.31,0.08
-55.87,0.58,0.19
-56.37,-0.01,-0.07
-56.11,0.25,0.05
-56.06,0.27,0.05
-55.94,0.36,0.08
-56.12,0.13,-0.02
-56.29,-0.07,-0.10
-56.37,-0.16,-0.13
-56.16,0.07,-0.03
-56.45,-0.25,-0.16
-56.50,-0.28,-0.16
-56.96,-0.74,-0.35
-57.04,-0.76,-0.34
-56.79,-0.42,-0.17
-56.65,-0.23,-0.08
-56.42,0.03,0.04
-56.74,-0.31,-0.11
-56.44,0.05,0.05
-56.40,0.08,0.06
-56.50,-0.03,0.01
-56.61,-0.13,-0.03
-56.52,-0.03,0.01
-56.68,-0.18,-0.05
-56.37,0.16,0.10
-56.20,0.32,0.16
-55.99,0.51,0.23
-55.72,0.75,0.31
-55.81,0.57,0.22
-56.42,-0.11,-0.09
-56.63,-0.33,-0.17
-56.42,-0.08,-0.06
-56.36,-0.02,-0.03
-56.85,-0.53,-0.24
-57.19,-0.83,-0.36
-57.21,-0.77,-0.31
-56.96,-0.43,-0.14
-56.27,0.33,0.19
-56.65,-0.09,-0.00
-56.44,0.15,0.10
-56.74,-0.18,-0.04
-56.66,-0.07,0.00
-56.20,0.42,0.21
-56.11,0.48,0.23
-56.50,0.03,0.02
-56.67,-0.15,-0.06
-56.86,-0.33,-0.13
-56.87,-0.31,-0.11
-56.90,-0.31,-0.11
-56.82,-0.20,-0.05
-57.12,-0.48,-0.17
-57.02,-0.33,-0.09
-57.13,-0.40,-0.12
-57.24,-0.47,-0.14
-56.99,-0.15,0.00
-57.03,-0.17,-0.01
-56.90,-0.01,0.06
-56.82,0.08,0.10
-56.38,0.55,0.29
-55.86,1.03,0.48
-55.73,1.08,0.47
-55.19,1.54,0.63
-55.59,0.97,0.35
-55.53,0.92,0.31
-56.19,0.13,-0.05
-56.36,-0.06,-0.13
-56.54,-0.26,-0.21
-56.65,-0.36,-0.23
-56.65,-0.33,-0.21
-57.03,-0.71,-0.36
-56.86,-0.47,-0.23
-56.95,-0.53,-0.24
-57.23,-0.77,-0.33
-56.59,-0.03,0.01
-56.31,0.28,0.14
-56.52,0.03,0.03
-56.28,0.28,0.13
-55.80,0.76,0.32
-55.48,1.02,0.41
-55.83,0.54,0.18
-55.51,0.82,0.29
-55.85,0.38,0.08
-55.97,0.20,0.00
-56.15,-0.01,-0.08
-56.12,0.01,-0.07
-55.84,0.29,0.05
-56.06,0.02,-0.07
-55.76,0.32,0.06
-55.85,0.18,0.00
-55.72,0.30,0.05
-55.99,-0.02,-0.09
-55.90,0.06,-0.05
-55.86,0.08,-0.03
-55.89,0.04,-0.05
-56.01,-0.10,-0.11
-55.92,-0.01,-0.06
-56.26,-0.37,-0.21
-56.09,-0.16,-0.11
-56.22,-0.29,-0.16
-55.93,0.04,-0.01
-56.01,-0.05,-0.04
-55.82,0.15,0.04
-55.88,0.07,0.01
-56.22,-0.30,-0.15
-56.22,-0.28,-0.13
-55.94,0.04,0.01
-55.81,0.18,0.07
-55.56,0.42,0.17
-55.58,0.36,0.13
-55.53,0.37,0.13
-55.90,-0.05,-0.06
-55.74,0.11,0.01
-55.59,0.25,0.07
-55.34,0.48,0.17
-55.50,0.26,0.06
-55.82,-0.11,-0.10
-55.88,-0.16,-0.12
-55.88,-0.15,-0.11
-55.52,0.23,0.07
-55.32,0.41,0.14
-55.50,0.18,0.03
-55.59,0.06,-0.02
-55.12,0.54,0.18
-55.34,0.25,0.05
-55.52,0.03,-0.05
-55.48,0.06,-0.03
-55.66,-0.14,-0.11
-55.28,0.26,0.06
-55.00,0.52,0.17
-55.61,-0.17,-0.14
-55.91,-0.48,-0.26
-55.91,-0.44,-0.23
